Player,Tm,Salary,Signed Using,Guaranteed,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Darius Bazley,OKC,2399160,1st Round Pick,$4912200,PF,20.0,36.0,36.0,30.7,4.4,11.2,0.392,1.5,5.2,0.29,2.9,6.0,0.479,0.45899999999999996,1.6,2.3,0.7040000000000001,0.6,6.9,7.5,1.5,0.5,0.6,1.8,0.9,11.9,9.4,0.48700000000000004,0.462,0.201,2.1,23.4,12.8,7.4,0.8,1.8,12.6,19.8,-1.5,1.3,-0.2,-0.008,-3.2,-0.9,-4.1,-0.6
Zeke Nnaji,DEN,2379840,1st Round Pick,$4878600,PF,20.0,31.0,1.0,10.5,1.4,2.6,0.524,0.6,1.5,0.413,0.8,1.2,0.667,0.64,0.4,0.5,0.8,0.4,1.3,1.7,0.2,0.1,0.1,0.2,0.7,3.8,11.9,0.66,0.561,0.183,4.6,13.5,9.1,2.0,0.6,0.9,7.3,12.9,0.6,0.2,0.7,0.109,-0.3,-1.8,-2.1,0.0
Aaron Holiday,IND,2345640,1st Round Pick,$6326191,PG,24.0,43.0,6.0,17.4,2.5,6.7,0.373,0.9,2.8,0.331,1.6,3.9,0.40399999999999997,0.44299999999999995,0.8,1.0,0.7559999999999999,0.2,1.0,1.2,1.7,0.6,0.1,0.7,1.6,6.7,7.8,0.469,0.42200000000000004,0.157,1.2,6.5,3.8,13.1,1.7,0.6,9.4,19.6,-0.6,0.5,-0.1,-0.006999999999999999,-3.9,-1.2,-5.1,-0.6
Bryn Forbes,MIL,2337145,MLE,$2337145,SG,27.0,45.0,6.0,19.1,3.4,7.4,0.456,2.1,4.7,0.446,1.2,2.6,0.475,0.6,0.6,0.8,0.765,0.2,1.1,1.3,0.6,0.2,0.0,0.6,1.0,9.4,11.5,0.611,0.644,0.10300000000000001,1.0,6.0,3.6,4.4,0.5,0.0,7.0,18.2,1.1,0.4,1.4,0.081,0.1,-2.4,-2.3,-0.1
E'Twaun Moore,PHO,2331593,Minimum Salary,$2331593,SG,31.0,24.0,1.0,14.5,1.8,4.3,0.42200000000000004,0.3,1.2,0.276,1.5,3.0,0.479,0.461,0.3,0.4,0.8,0.5,1.2,1.8,1.5,0.6,0.2,0.8,1.3,4.3,8.8,0.479,0.284,0.098,4.3,9.1,6.7,13.3,2.0,1.0,14.5,15.9,-0.1,0.4,0.3,0.042,-4.4,0.7,-3.7,-0.2
Markieff Morris,LAL,2331593,Minimum Salary,$2331593,PF,31.0,41.0,17.0,18.7,2.3,5.5,0.418,1.1,3.2,0.341,1.2,2.3,0.527,0.518,0.7,0.9,0.711,0.7,3.8,4.4,1.0,0.3,0.3,0.8,1.7,6.3,9.9,0.5379999999999999,0.5870000000000001,0.16899999999999998,4.2,21.9,13.2,7.6,0.7,1.5,11.4,15.5,0.2,1.2,1.4,0.09,-2.2,0.0,-2.3,0.0
Reggie Jackson,LAC,2331593,Minimum Salary,$2331593,SG,30.0,45.0,25.0,21.1,3.5,7.6,0.45899999999999996,1.5,3.5,0.428,2.0,4.1,0.486,0.5579999999999999,0.9,1.2,0.778,0.3,2.3,2.6,2.9,0.6,0.1,1.1,1.9,9.4,13.7,0.5720000000000001,0.47200000000000003,0.15,1.7,11.9,6.9,19.7,1.3,0.3,11.5,19.5,1.4,0.8,2.2,0.10800000000000001,-0.1,-0.7,-0.8,0.3
DeMarcus Cousins,HOU,2331593,,$2331593,C,30.0,25.0,11.0,20.2,3.2,8.4,0.376,1.6,4.6,0.336,1.6,3.8,0.426,0.469,1.8,2.4,0.746,1.2,6.4,7.6,2.4,0.8,0.7,1.6,3.0,9.6,15.1,0.511,0.552,0.281,6.0,35.3,20.0,18.3,2.0,3.2,14.2,23.2,-0.1,0.9,0.8,0.077,-1.5,1.9,0.4,0.3
Bismack Biyombo,CHO,2331593,Minimum Salary,$2331593,C,28.0,43.0,24.0,21.7,2.3,4.0,0.5760000000000001,0.0,0.0,0.0,2.3,3.9,0.58,0.5760000000000001,0.8,1.7,0.486,2.1,3.3,5.3,1.3,0.3,1.1,1.0,2.4,5.4,11.5,0.574,0.006,0.425,10.2,16.4,13.3,8.2,0.6,5.4,18.5,11.3,0.8,1.0,1.7,0.086,-3.1,-0.1,-3.2,-0.3
Hassan Whiteside,SAC,2320044,Minimum Salary,$2320044,C,31.0,28.0,1.0,14.9,3.4,6.2,0.555,0.0,0.0,0.0,3.4,6.1,0.5579999999999999,0.555,1.2,2.3,0.524,1.8,4.3,6.0,0.6,0.2,1.4,1.1,1.9,8.0,19.9,0.56,0.006,0.364,12.9,32.4,22.5,5.8,0.7,7.8,13.8,24.0,0.2,0.5,0.7,0.078,-1.6,-0.2,-1.8,0.0
Kent Bazemore,GSW,2320044,Minimum Salary,$2320044,SF,31.0,45.0,1.0,16.4,2.2,4.8,0.452,0.9,2.4,0.39299999999999996,1.2,2.4,0.509,0.5479999999999999,0.7,1.0,0.682,0.4,2.5,2.9,1.5,0.8,0.5,1.1,2.1,6.0,11.0,0.5670000000000001,0.493,0.203,2.5,16.1,9.3,12.8,2.3,2.8,17.2,16.5,-0.1,1.1,1.0,0.064,-2.7,1.5,-1.2,0.1
Luke Kornet,BOS,2304878,Room Exception,$2304878,PF,25.0,15.0,0.0,8.0,1.1,2.5,0.42100000000000004,0.7,2.0,0.33299999999999996,0.4,0.5,0.75,0.5529999999999999,0.1,0.3,0.4,0.3,1.3,1.6,0.5,0.1,0.5,0.2,0.1,2.9,14.0,0.547,0.789,0.132,3.7,18.3,11.1,8.5,0.8,5.8,6.9,15.4,0.1,0.1,0.2,0.092,1.9,1.1,3.0,0.2
Ty Jerome,OKC,2303040,1st Round Pick,$4715880,SG,23.0,14.0,1.0,26.1,3.6,7.9,0.45899999999999996,2.2,4.9,0.449,1.4,3.0,0.47600000000000003,0.599,0.4,0.6,0.556,0.5,2.6,3.1,3.5,0.9,0.1,1.0,2.1,9.9,13.3,0.6,0.622,0.081,2.0,10.6,6.3,20.1,1.6,0.5,10.9,15.4,0.5,0.3,0.9,0.113,-0.5,0.5,0.0,0.2
Taj Gibson,NYK,3283684,Minimum Salary,$1000000,PF,35.0,20.0,1.0,19.2,1.8,3.3,0.5539999999999999,0.2,0.7,0.231,1.7,2.6,0.635,0.5770000000000001,0.9,1.4,0.607,1.9,3.0,4.9,0.7,0.5,0.7,0.6,2.1,4.6,12.6,0.595,0.2,0.431,10.3,16.8,13.6,4.7,1.3,3.6,13.4,10.2,0.5,0.6,1.1,0.136,-2.3,1.0,-1.3,0.1
Mike Muscala,OKC,2283034,Minimum Salary,$2283034,C,29.0,35.0,0.0,18.4,3.4,7.6,0.446,1.9,5.3,0.37,1.5,2.4,0.614,0.573,0.9,1.0,0.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5,9.7,14.9,0.599,0.6890000000000001,0.135,3.1,18.3,10.7,7.0,0.6,1.5,6.9,20.5,0.8,0.6,1.4,0.10400000000000001,0.8,-1.2,-0.3,0.3
Ben McLemore,HOU,2283034,Minimum Salary,$2283034,SG,27.0,31.0,4.0,17.2,2.5,7.1,0.355,1.7,5.2,0.327,0.8,1.9,0.431,0.475,0.7,1.0,0.7190000000000001,0.4,1.8,2.1,0.9,0.6,0.1,0.9,1.6,7.5,8.2,0.496,0.736,0.145,2.1,11.5,6.6,8.0,1.8,0.5,10.7,21.0,-0.6,0.5,-0.1,-0.009000000000000001,-3.4,-1.2,-4.6,-0.4
Anfernee Simons,POR,2252040,1st Round Pick,$6190858,SG,21.0,39.0,0.0,16.8,2.8,6.8,0.409,2.0,4.8,0.42200000000000004,0.7,2.0,0.377,0.5589999999999999,0.6,0.8,0.774,0.2,2.2,2.4,1.5,0.2,0.1,0.8,1.7,8.2,12.3,0.574,0.708,0.11699999999999999,1.3,14.3,7.5,12.8,0.6,0.7,10.0,20.3,0.7,0.0,0.8,0.055999999999999994,0.5,-2.3,-1.9,0.0
Brad Wanamaker,CHO,2250000,Mini MLE,$2250000,PG,31.0,40.0,0.0,15.7,1.5,4.3,0.353,0.3,1.5,0.213,1.2,2.8,0.429,0.39,1.3,1.4,0.893,0.2,1.5,1.7,2.5,0.7,0.2,1.0,1.4,4.6,8.4,0.46799999999999997,0.353,0.324,1.4,9.7,5.6,20.9,1.9,0.8,16.1,16.0,-0.3,0.7,0.4,0.027999999999999997,-4.8,0.2,-4.5,-0.4
Nassir Little,POR,2210640,1st Round Pick,$4526880,PF,20.0,29.0,2.0,13.9,1.7,3.7,0.449,0.8,2.0,0.379,0.9,1.7,0.531,0.551,1.0,1.2,0.857,0.7,1.8,2.6,0.4,0.1,0.4,0.4,1.1,5.1,12.7,0.605,0.542,0.327,5.4,14.6,9.8,4.5,0.5,2.5,8.9,14.4,0.7,0.1,0.7,0.087,-0.5,-2.4,-2.9,-0.1
R.J. Hampton,ORL,2193480,1st Round Pick,$4496520,PG,19.0,26.0,0.0,9.6,1.1,2.6,0.426,0.2,0.8,0.3,0.9,1.8,0.479,0.47100000000000003,0.4,0.5,0.769,0.5,1.6,2.0,0.6,0.2,0.1,0.5,0.9,2.8,8.6,0.496,0.28800000000000003,0.205,5.5,18.3,12.0,8.0,1.1,0.7,14.0,15.3,-0.1,0.2,0.2,0.03,-4.2,-0.9,-5.1,-0.2
Solomon Hill,ATL,2174318,Cap Space,$2174318,PF,29.0,45.0,1.0,18.9,1.4,3.9,0.36200000000000004,1.0,3.0,0.32799999999999996,0.4,1.0,0.465,0.486,0.4,0.5,0.857,0.5,1.7,2.2,0.8,0.7,0.2,0.6,1.6,4.2,6.8,0.518,0.757,0.127,2.9,9.7,6.4,5.8,1.8,0.7,12.4,10.9,0.1,0.6,0.7,0.036000000000000004,-3.0,0.1,-2.9,-0.2
Moritz Wagner,BOS,2161920,1st Round Pick,$2161920,C,23.0,28.0,13.0,14.1,2.3,4.6,0.496,0.5,1.6,0.311,1.8,3.0,0.595,0.55,1.5,1.9,0.778,0.5,2.4,2.9,1.2,0.8,0.3,0.9,2.3,6.6,14.7,0.602,0.349,0.419,3.7,18.1,10.9,12.1,2.6,1.7,13.6,18.6,0.4,0.5,0.9,0.111,-1.7,0.7,-0.9,0.1
Edmond Sumner,IND,2160000,Cap Space,$2160000,SG,25.0,32.0,5.0,12.3,2.0,4.0,0.504,0.6,1.5,0.38799999999999996,1.4,2.5,0.575,0.578,0.9,1.2,0.8109999999999999,0.4,1.0,1.4,0.5,0.5,0.1,0.8,1.3,5.6,12.0,0.616,0.38,0.287,3.4,9.4,6.4,6.1,1.9,0.6,14.2,18.5,0.2,0.3,0.6,0.069,-2.3,-0.5,-2.8,-0.1
Dylan Windler,CLE,2137440,1st Round Pick,$4376640,SF,24.0,31.0,0.0,16.5,1.8,4.2,0.43799999999999994,0.8,2.5,0.33799999999999997,1.0,1.7,0.585,0.5379999999999999,0.7,0.9,0.778,0.6,2.8,3.5,1.1,0.6,0.4,1.0,1.2,5.2,10.9,0.5670000000000001,0.5920000000000001,0.20800000000000002,4.2,19.5,11.6,9.3,1.8,2.1,18.4,14.7,0.0,0.6,0.6,0.053,-1.8,0.1,-1.7,0.0
Immanuel Quickley,NYK,2105520,1st Round Pick,$4316160,PG,21.0,42.0,3.0,20.0,4.0,10.2,0.391,2.0,5.3,0.376,2.0,5.0,0.40700000000000003,0.48700000000000004,2.8,3.2,0.888,0.5,1.8,2.3,2.3,0.5,0.2,1.0,2.0,12.8,17.3,0.55,0.514,0.312,2.4,9.8,6.1,18.9,1.3,1.2,7.7,27.7,1.4,0.9,2.4,0.136,2.4,-0.7,1.7,0.8
John Konchar,MEM,2093023,MLE,$9000000,SG,24.0,22.0,0.0,14.8,1.4,3.2,0.43700000000000006,0.4,1.1,0.36,1.0,2.1,0.478,0.5,0.8,0.9,0.85,1.0,2.3,3.3,1.1,0.9,0.2,0.4,1.2,4.0,13.2,0.551,0.35200000000000004,0.282,6.7,17.2,11.8,9.3,2.8,1.4,9.1,11.3,0.4,0.5,0.9,0.133,-1.5,1.1,-0.4,0.1
Landry Shamet,BRK,2090040,1st Round Pick,$5858382,SG,23.0,39.0,1.0,20.1,2.5,6.5,0.391,1.8,4.9,0.374,0.7,1.6,0.444,0.532,0.9,1.1,0.8370000000000001,0.2,1.6,1.8,1.1,0.5,0.1,0.7,1.3,7.8,9.5,0.561,0.7509999999999999,0.17,1.2,8.4,5.0,7.2,1.2,0.6,9.0,16.6,0.4,0.3,0.8,0.047,-1.7,-1.5,-3.3,-0.3
Jordan Poole,GSW,2063280,1st Round Pick,$4224720,SG,21.0,26.0,5.0,17.2,3.8,8.0,0.47100000000000003,1.7,4.5,0.373,2.1,3.5,0.6,0.5770000000000001,1.8,2.0,0.922,0.2,1.4,1.6,1.7,0.3,0.1,0.8,1.3,11.0,16.9,0.623,0.5670000000000001,0.245,1.0,8.7,4.9,15.2,0.9,0.6,8.0,23.9,0.8,0.3,1.1,0.12300000000000001,2.4,-1.2,1.2,0.4
Bol Bol,DEN,2058240,MLE,$4219392,PF,21.0,20.0,2.0,5.4,1.0,1.8,0.528,0.5,0.9,0.5,0.5,0.9,0.556,0.653,0.2,0.4,0.5710000000000001,0.0,0.8,0.8,0.3,0.1,0.3,0.5,0.6,2.6,13.2,0.653,0.5,0.19399999999999998,0.0,16.9,8.5,7.8,0.9,5.5,18.7,19.7,0.0,0.1,0.1,0.06,-0.8,0.3,-0.5,0.0
Keldon Johnson,SAS,2048040,1st Round Pick,$4193760,SF,21.0,41.0,39.0,28.9,5.0,10.7,0.47100000000000003,0.9,2.7,0.33,4.1,8.0,0.518,0.513,2.4,3.1,0.77,1.6,4.8,6.4,1.9,0.6,0.5,1.1,2.2,13.3,14.7,0.5529999999999999,0.249,0.28800000000000003,5.7,17.8,11.6,9.6,1.0,1.6,8.7,19.9,1.1,1.2,2.3,0.094,-0.6,-1.0,-1.5,0.1
Payton Pritchard,BOS,2035800,1st Round Pick,$4173240,SG,23.0,41.0,1.0,19.7,2.7,6.0,0.45899999999999996,1.4,3.3,0.418,1.4,2.7,0.509,0.574,0.5,0.5,0.8640000000000001,0.6,1.7,2.2,2.0,0.6,0.2,0.9,1.9,7.3,11.8,0.589,0.5489999999999999,0.09,3.1,9.6,6.3,14.0,1.4,0.8,13.0,15.5,1.0,0.5,1.5,0.086,-0.9,-0.7,-1.6,0.1
Kevin Porter Jr.,HOU,2033160,1st Round Pick,$4163400,SG,20.0,9.0,6.0,30.1,6.2,14.4,0.431,1.3,6.1,0.218,4.9,8.3,0.5870000000000001,0.47700000000000004,1.7,2.6,0.652,0.2,2.7,2.9,5.8,1.0,0.6,3.0,2.0,15.4,12.2,0.496,0.423,0.177,0.7,9.8,5.1,32.1,1.6,1.6,16.2,26.3,-0.3,0.2,-0.1,-0.013000000000000001,-2.0,-1.7,-3.7,-0.1
Robert Williams,BOS,2029920,1st Round Pick,$5691896,C,23.0,40.0,3.0,18.0,3.4,4.7,0.7140000000000001,0.0,0.0,0.0,3.4,4.7,0.718,0.7140000000000001,1.0,1.5,0.644,2.5,4.2,6.7,1.6,0.9,1.9,1.0,2.0,7.7,26.5,0.716,0.005,0.312,15.3,26.3,20.8,12.7,2.4,9.7,15.7,15.2,2.4,1.4,3.9,0.258,3.0,3.3,6.3,1.5
Langston Galloway,PHO,2028594,Minimum Salary,$2028594,SG,29.0,33.0,0.0,11.0,1.7,3.6,0.479,1.0,2.1,0.457,0.8,1.5,0.51,0.613,0.5,0.5,1.0,0.2,0.9,1.0,0.7,0.2,0.0,0.3,0.6,4.9,12.6,0.634,0.5870000000000001,0.14,1.5,8.6,5.2,8.8,0.8,0.0,7.9,16.5,0.6,0.3,0.9,0.12,0.5,-0.8,-0.3,0.2
Tyler Johnson,BRK,2028594,Minimum Salary,$2028594,SG,28.0,28.0,2.0,16.6,1.8,4.6,0.391,1.2,3.2,0.36700000000000005,0.6,1.4,0.447,0.52,0.6,0.7,0.8420000000000001,0.1,1.8,1.9,1.0,0.4,0.0,0.3,1.0,5.3,8.8,0.546,0.703,0.14800000000000002,1.0,11.4,6.5,7.4,1.2,0.0,6.2,13.6,0.3,0.2,0.6,0.057,-2.3,-1.1,-3.5,-0.2
Théo Maledon,OKC,2000000,MLE,$4000000,PG,19.0,40.0,24.0,27.0,3.1,8.0,0.38299999999999995,1.7,4.5,0.371,1.4,3.6,0.39899999999999997,0.486,0.9,1.2,0.7609999999999999,0.4,2.9,3.3,3.4,1.0,0.1,1.9,2.2,8.7,8.1,0.508,0.555,0.14300000000000002,1.5,11.3,6.4,17.9,1.7,0.2,18.4,16.9,-0.8,1.0,0.2,0.01,-4.5,-0.4,-4.9,-0.8
Kenrich Williams,OKC,2000000,Sign and Trade,$2000000,PF,26.0,46.0,6.0,19.8,3.0,5.3,0.5760000000000001,0.7,1.5,0.435,2.4,3.8,0.632,0.638,0.4,0.8,0.541,1.2,2.8,4.0,1.9,0.7,0.2,1.0,1.8,7.2,14.7,0.636,0.284,0.152,6.5,14.6,10.6,14.7,1.7,0.9,14.8,14.5,1.4,1.0,2.4,0.124,-0.8,1.0,0.2,0.5
Damyean Dotson,CLE,2000000,MLE,$2000000,SG,26.0,35.0,6.0,18.8,2.5,6.3,0.39399999999999996,0.9,3.3,0.278,1.6,3.0,0.519,0.466,0.6,0.9,0.688,0.1,1.9,2.0,2.1,0.4,0.1,0.8,0.9,6.5,8.9,0.485,0.52,0.145,0.8,11.3,5.9,16.9,1.0,0.5,10.6,17.3,-0.2,0.3,0.2,0.013000000000000001,-2.8,-1.2,-4.0,-0.3
Cameron Payne,PHO,1977011,Minimum Salary,$1977011,PG,26.0,34.0,0.0,16.9,2.5,5.3,0.475,1.0,2.4,0.415,1.5,2.9,0.525,0.569,0.8,0.9,0.897,0.2,1.9,2.1,3.6,0.6,0.2,1.1,1.7,6.8,15.2,0.588,0.452,0.154,1.4,12.7,7.2,29.2,1.7,1.1,15.2,17.8,1.0,0.8,1.8,0.147,0.2,1.1,1.3,0.5
Udoka Azubuike,UTA,1977000,1st Round Pick,$4052880,C,21.0,12.0,0.0,4.1,0.3,0.6,0.5710000000000001,0.0,0.0,,0.3,0.6,0.5710000000000001,0.5710000000000001,0.3,0.5,0.667,0.3,0.8,1.1,0.0,0.1,0.3,0.3,0.7,1.0,10.5,0.622,0.0,0.857,9.0,18.6,14.0,0.0,1.0,6.5,23.7,11.1,0.0,0.1,0.1,0.10800000000000001,-5.5,1.2,-4.3,0.0
Jaden McDaniels,MIN,1964760,1st Round Pick,$4028040,PF,20.0,40.0,6.0,21.2,2.4,5.5,0.436,1.1,2.8,0.37200000000000005,1.3,2.6,0.505,0.532,0.4,0.7,0.5,0.7,2.7,3.4,1.0,0.5,1.1,0.6,2.3,6.2,9.4,0.534,0.518,0.128,3.5,14.3,8.7,6.7,1.1,4.3,9.8,12.6,0.2,0.6,0.8,0.044000000000000004,-3.3,0.0,-3.3,-0.3
Malachi Flynn,TOR,1950600,1st Round Pick,$3998640,PG,22.0,22.0,0.0,9.9,0.9,3.1,0.275,0.3,1.7,0.184,0.5,1.4,0.387,0.326,0.2,0.4,0.625,0.0,0.9,1.0,1.3,0.2,0.0,0.4,0.7,2.3,3.1,0.345,0.551,0.11599999999999999,0.5,10.5,5.3,17.5,1.1,0.0,9.9,15.9,-0.4,0.1,-0.3,-0.07200000000000001,-6.9,-1.5,-8.4,-0.4
Desmond Bane,MEM,1936440,1st Round Pick,$3969600,SG,22.0,40.0,10.0,22.4,3.6,7.3,0.486,1.8,3.8,0.45799999999999996,1.8,3.5,0.518,0.606,0.6,0.8,0.833,0.4,2.5,2.9,1.3,0.7,0.2,1.0,1.9,9.5,11.9,0.621,0.524,0.10300000000000001,1.7,12.4,6.9,8.2,1.4,0.6,11.6,16.2,0.8,0.8,1.7,0.09,-1.1,-0.3,-1.4,0.1
Jontay Porter,MEM,1904762,MLE,$6000000,PF,21.0,2.0,0.0,5.0,1.0,2.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.625,0.0,0.0,,1.0,2.5,3.5,0.5,1.0,0.0,1.0,0.5,2.5,26.7,0.625,0.5,0.0,20.8,55.1,37.4,14.6,9.5,0.0,33.3,25.2,0.0,0.0,0.0,0.14800000000000002,2.3,6.1,8.4,0.0
Jahlil Okafor,DET,1882867,Minimum Salary,$4012890,C,25.0,12.0,0.0,10.0,2.1,3.5,0.595,0.0,0.3,0.0,2.1,3.3,0.6409999999999999,0.595,0.1,0.2,0.5,1.1,1.2,2.3,0.3,0.2,0.2,0.3,0.8,4.3,15.5,0.595,0.071,0.048,11.9,13.3,12.6,4.3,0.8,1.5,8.5,17.1,0.2,0.1,0.3,0.1,-0.6,-2.5,-3.1,0.0
Raul Neto,WAS,1882867,Minimum Salary,$1882867,PG,28.0,40.0,6.0,20.5,3.1,6.9,0.44799999999999995,1.0,2.6,0.365,2.2,4.3,0.49700000000000005,0.516,0.9,1.1,0.8140000000000001,0.4,2.0,2.3,2.2,1.2,0.1,0.8,1.6,8.0,12.4,0.542,0.375,0.155,1.9,10.2,6.0,14.8,2.6,0.3,9.2,16.5,0.5,0.7,1.2,0.07200000000000001,-1.9,0.4,-1.5,0.1
JaKarr Sampson,IND,1882867,Minimum Salary,$1882867,PF,27.0,16.0,0.0,6.2,0.9,2.1,0.455,0.1,0.3,0.2,0.9,1.8,0.5,0.47,0.5,0.6,0.8,0.5,1.4,1.9,0.1,0.1,0.2,0.4,0.7,2.4,10.5,0.521,0.152,0.303,8.9,25.0,16.9,1.4,1.0,2.6,15.8,19.3,-0.1,0.1,0.0,0.024,-4.4,-1.6,-5.9,-0.1
Frank Kaminsky,PHO,1882867,,,C,27.0,32.0,13.0,15.1,2.6,5.4,0.47100000000000003,0.8,2.0,0.406,1.8,3.4,0.509,0.546,0.6,1.0,0.606,0.7,3.0,3.7,1.6,0.3,0.4,0.5,1.3,6.6,16.0,0.557,0.368,0.19,5.2,21.6,13.7,15.2,1.0,2.4,7.4,18.8,0.7,0.7,1.4,0.14300000000000002,0.8,1.3,2.1,0.5
David Nwaba,HOU,1862250,MLE,$1862250,SF,28.0,30.0,9.0,22.6,3.5,7.3,0.486,0.6,2.1,0.27,3.0,5.2,0.574,0.525,1.6,2.3,0.691,1.3,2.6,3.9,1.0,1.0,0.7,0.6,2.0,9.2,14.6,0.557,0.289,0.312,6.0,12.8,9.2,7.0,2.1,2.7,6.4,16.6,0.7,0.8,1.5,0.109,-1.3,1.0,-0.3,0.3
Timothé Luwawu-Cabarrot,BRK,1824003,,,SF,25.0,40.0,7.0,19.4,2.4,6.5,0.376,1.5,4.3,0.341,1.0,2.2,0.44299999999999995,0.488,0.6,0.8,0.7809999999999999,0.5,2.0,2.5,1.3,0.7,0.1,0.8,1.9,6.9,8.4,0.509,0.659,0.124,2.7,11.0,7.1,8.4,1.7,0.6,10.8,17.1,-0.1,0.5,0.4,0.023,-2.9,-1.3,-4.2,-0.4
Georges Niang,UTA,1783557,,,PF,27.0,46.0,0.0,13.7,2.0,4.6,0.425,1.3,3.3,0.395,0.7,1.3,0.5,0.5660000000000001,0.1,0.1,1.0,0.3,1.8,2.1,0.7,0.3,0.1,0.6,1.5,5.3,9.7,0.5720000000000001,0.7170000000000001,0.024,2.5,13.2,8.1,7.1,1.1,0.6,11.2,16.5,0.4,0.7,1.1,0.085,-1.6,0.1,-1.5,0.1
Damion Lee,GSW,1762796,MLE,$600000,SG,28.0,46.0,1.0,18.8,2.2,4.8,0.457,1.4,3.6,0.39,0.8,1.3,0.644,0.601,0.7,0.8,0.895,0.3,2.8,3.1,1.4,0.6,0.1,0.5,1.5,6.6,12.0,0.63,0.735,0.17,2.0,15.6,8.8,9.9,1.5,0.6,8.1,12.9,1.2,0.9,2.1,0.11699999999999999,-0.6,0.4,-0.2,0.4
Furkan Korkmaz,PHI,1762796,,,SG,23.0,35.0,5.0,19.3,3.0,7.5,0.39899999999999997,1.7,4.6,0.366,1.3,2.9,0.451,0.511,1.2,1.6,0.737,0.3,1.9,2.1,1.1,0.7,0.1,0.9,1.2,8.9,11.3,0.536,0.611,0.21899999999999997,1.6,10.0,5.9,8.0,1.9,0.9,9.8,20.1,0.1,0.9,1.0,0.071,-1.3,-0.3,-1.6,0.1
Alfonzo McKinnie,LAL,1762796,,,SF,28.0,25.0,0.0,5.1,0.9,1.8,0.511,0.3,0.8,0.381,0.6,1.0,0.625,0.6,0.2,0.3,0.625,0.4,0.7,1.1,0.1,0.1,0.0,0.1,0.6,2.4,14.3,0.608,0.467,0.17800000000000002,8.0,15.3,11.7,2.3,0.8,0.0,4.0,17.2,0.2,0.2,0.4,0.155,0.1,-1.6,-1.5,0.0
Abdel Nader,PHO,1752950,Cap Space,$1752950,SF,27.0,24.0,0.0,14.8,2.4,4.8,0.491,0.8,1.8,0.419,1.6,3.0,0.534,0.569,1.2,1.5,0.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,6.7,13.5,0.605,0.371,0.319,2.3,16.8,9.8,7.5,1.4,2.3,12.6,19.0,0.3,0.5,0.8,0.106,-1.2,0.8,-0.4,0.2
Semi Ojeleye,BOS,1752950,Cap space,$1752950,PF,26.0,40.0,9.0,19.1,1.8,4.4,0.408,1.2,3.1,0.392,0.6,1.2,0.449,0.5489999999999999,0.6,0.8,0.733,0.6,2.3,2.9,0.8,0.3,0.0,0.4,1.1,5.3,8.6,0.569,0.718,0.172,3.6,13.5,8.5,5.1,0.7,0.0,7.9,11.4,0.7,0.3,1.1,0.067,-1.1,-1.4,-2.5,-0.1
DeAndre' Bembry,TOR,1737145,Minimum Salary,$1737145,SF,26.0,32.0,7.0,17.1,2.0,3.7,0.534,0.3,0.9,0.321,1.7,2.8,0.6,0.5720000000000001,0.5,0.8,0.68,0.5,1.9,2.4,1.9,0.7,0.3,1.0,1.6,4.8,10.6,0.589,0.237,0.212,3.3,12.6,7.7,16.0,1.8,1.9,20.4,12.7,0.3,0.5,0.8,0.067,-2.8,0.7,-2.1,0.0
Willy Hernangómez,NOP,1727145,Minimum Salary,$700000,C,26.0,25.0,2.0,15.8,2.6,5.0,0.52,0.0,0.3,0.14300000000000002,2.6,4.7,0.542,0.524,1.0,1.7,0.595,2.4,3.7,6.2,1.2,0.3,0.4,0.4,1.1,6.2,19.2,0.544,0.055999999999999994,0.336,17.4,26.0,21.7,10.1,1.0,2.7,7.1,16.6,0.9,0.3,1.3,0.153,1.3,-2.1,-0.8,0.1
Alex Len,WAS,4032648,,,C,27.0,37.0,15.0,15.0,2.5,3.9,0.639,0.2,0.6,0.28600000000000003,2.3,3.3,0.6990000000000001,0.66,1.2,1.9,0.606,0.9,2.6,3.5,0.9,0.3,1.1,0.9,2.0,6.3,16.2,0.67,0.14,0.473,6.2,18.9,12.5,8.6,0.8,6.4,15.4,15.6,0.9,0.6,1.5,0.127,-1.3,1.2,-0.1,0.3
Shake Milton,PHI,1701593,Cap Space,$3548331,SG,24.0,38.0,2.0,24.6,5.0,11.2,0.447,1.0,3.2,0.303,4.1,8.0,0.505,0.491,2.8,3.3,0.856,0.6,1.7,2.3,3.0,0.6,0.3,1.7,2.2,13.8,14.2,0.546,0.285,0.29,2.6,7.5,5.1,18.9,1.2,1.0,12.3,24.9,0.7,1.0,1.7,0.08800000000000001,-1.4,-1.3,-2.7,-0.2
