Player,Tm,Salary,Signed Using,Guaranteed,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Gorgui Dieng,MEM,17287640,,$17287640,C,31.0,22.0,1.0,16.9,2.5,4.9,0.519,1.0,2.2,0.479,1.5,2.7,0.55,0.625,1.7,2.0,0.884,1.3,3.2,4.5,1.3,0.8,0.6,1.0,1.7,7.9,19.3,0.682,0.444,0.39799999999999996,7.8,20.8,14.1,10.7,2.2,3.5,14.8,16.9,0.9,0.6,1.5,0.193,1.7,1.0,2.6,0.4
Domantas Sabonis,IND,17187500,1st Round pick,$77000000,PF,24.0,45.0,45.0,36.1,7.7,14.6,0.526,0.8,2.6,0.308,6.9,12.0,0.573,0.5529999999999999,4.3,6.0,0.721,2.5,8.8,11.3,6.1,1.2,0.6,3.4,3.4,20.4,20.1,0.594,0.17800000000000002,0.41,7.7,27.3,17.4,25.8,1.6,1.3,16.6,24.6,2.8,2.1,4.9,0.14400000000000002,2.2,1.1,3.3,2.2
Ricky Rubio,MIN,17000000,Cap Space,$34809524,PG,30.0,45.0,30.0,26.4,2.7,7.1,0.387,0.8,2.7,0.295,1.9,4.4,0.444,0.44299999999999995,2.1,2.4,0.845,0.4,2.8,3.2,6.9,1.4,0.0,1.9,2.2,8.3,13.0,0.512,0.384,0.34600000000000003,1.6,11.7,6.5,35.6,2.4,0.1,19.2,16.0,1.0,0.8,1.7,0.07,-2.4,-0.3,-2.7,-0.2
Evan Fournier,BOS,17000000,Cap Space,$17000000,SF,28.0,27.0,26.0,30.4,6.3,14.0,0.449,2.7,7.1,0.37799999999999995,3.6,6.9,0.522,0.545,3.6,4.6,0.797,0.2,2.7,2.9,3.5,1.1,0.4,2.0,2.1,18.9,17.2,0.59,0.509,0.325,0.6,9.4,4.9,19.8,1.7,1.3,11.3,25.7,1.0,0.7,1.7,0.102,1.4,-0.8,0.7,0.5
Eric Bledsoe,NOP,16875000,Bird Rights,$38900000,SG,31.0,45.0,44.0,29.6,4.1,9.8,0.419,1.8,4.8,0.36700000000000005,2.3,5.0,0.469,0.509,1.4,2.2,0.657,0.4,3.0,3.4,3.8,0.7,0.3,1.5,1.7,11.4,11.2,0.53,0.493,0.22399999999999998,1.5,11.0,6.3,17.3,1.2,1.0,12.3,17.7,0.8,0.4,1.3,0.045,-1.2,-1.7,-2.9,-0.3
Eric Gordon,HOU,16869276,Cap Space,$54656454,SG,32.0,27.0,13.0,29.2,5.9,13.6,0.433,2.6,7.8,0.32899999999999996,3.3,5.8,0.573,0.527,3.5,4.2,0.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8,14.6,0.5770000000000001,0.5720000000000001,0.311,1.0,7.0,3.9,14.9,0.8,1.5,10.9,25.3,0.6,0.4,1.0,0.063,0.9,-1.5,-0.6,0.3
Caris LeVert,IND,16203704,1st Round pick,$52500000,SG,26.0,21.0,13.0,29.7,6.5,15.9,0.41,1.9,5.5,0.336,4.7,10.4,0.45,0.469,2.1,2.6,0.8,0.7,3.7,4.4,5.1,1.2,0.3,1.8,1.7,17.0,15.8,0.498,0.34700000000000003,0.165,2.8,13.5,8.2,26.4,2.0,0.8,9.6,27.6,0.2,0.6,0.7,0.055999999999999994,-0.6,-0.8,-1.4,0.1
Joe Harris,BRK,16071429,Bird,$72000000,SF,29.0,47.0,43.0,30.7,5.1,10.0,0.51,3.2,6.6,0.486,1.9,3.4,0.556,0.67,0.7,0.9,0.721,0.5,2.9,3.4,1.7,0.6,0.2,0.8,2.1,14.1,14.3,0.6759999999999999,0.66,0.091,2.0,10.2,6.3,7.7,1.0,0.6,7.2,15.9,3.0,0.6,3.6,0.121,1.9,-1.5,0.4,0.9
Clint Capela,ATL,16000000,Bird Rights,$51310345,C,26.0,40.0,40.0,29.3,6.4,10.9,0.586,0.0,0.0,,6.4,10.9,0.586,0.586,1.8,3.2,0.55,4.9,9.2,14.1,0.9,0.8,2.2,1.3,2.3,14.6,24.3,0.5920000000000001,0.0,0.287,18.3,34.1,26.3,4.8,1.2,6.3,9.3,20.1,2.9,2.1,5.0,0.19699999999999998,2.5,0.0,2.4,1.4
Dennis Schröder,LAL,15500000,1st Round Pick,$15500000,SG,27.0,43.0,43.0,31.7,5.3,12.0,0.436,1.0,3.1,0.318,4.3,9.0,0.47700000000000004,0.47700000000000004,3.9,4.6,0.8390000000000001,0.5,3.0,3.5,4.9,1.2,0.2,2.7,2.7,15.4,13.4,0.546,0.255,0.384,1.8,10.4,6.2,22.6,1.8,0.6,16.2,23.0,0.5,2.1,2.6,0.092,-1.7,0.0,-1.7,0.1
Cody Zeller,CHO,15415730,1st Round Pick,$15415730,C,28.0,26.0,20.0,21.5,3.5,7.0,0.508,0.1,0.8,0.15,3.4,6.2,0.5529999999999999,0.517,1.5,2.2,0.69,2.5,4.4,6.9,2.1,0.7,0.4,0.9,2.3,8.7,17.4,0.55,0.10800000000000001,0.314,13.0,22.9,17.9,14.6,1.5,1.9,10.2,18.1,1.1,0.7,1.8,0.146,-0.1,0.0,-0.1,0.3
Danny Green,PHI,15365854,Cap Space,$15365854,SF,33.0,46.0,46.0,28.7,3.4,8.2,0.415,2.6,6.4,0.406,0.8,1.8,0.446,0.573,0.4,0.5,0.708,0.8,2.8,3.6,1.6,1.3,0.8,1.2,1.9,9.7,11.6,0.581,0.782,0.068,3.1,10.5,6.9,7.8,2.2,2.6,11.9,14.1,0.9,2.0,3.0,0.106,0.0,1.1,1.0,1.0
Dāvis Bertāns,WAS,15000000,Bird,$75000000,PF,28.0,35.0,3.0,24.7,3.2,8.2,0.389,2.8,7.3,0.382,0.4,1.0,0.441,0.557,1.7,1.9,0.853,0.4,2.5,2.9,0.9,0.6,0.2,0.6,2.5,10.8,10.9,0.596,0.882,0.23600000000000002,1.8,10.6,6.2,4.7,1.1,0.8,6.2,16.3,1.0,0.5,1.4,0.08,0.0,-1.7,-1.6,0.1
Jonas Valančiūnas,MEM,15000000,Bird Rights,$29000000,C,28.0,39.0,38.0,27.6,6.6,11.8,0.557,0.3,0.9,0.297,6.3,10.8,0.579,0.568,2.7,3.6,0.755,4.0,8.5,12.5,1.7,0.6,0.7,1.9,2.9,16.1,22.2,0.603,0.08,0.302,15.1,34.1,24.3,9.7,1.0,2.4,12.4,23.2,2.3,1.7,3.9,0.17600000000000002,1.8,-0.9,0.9,0.8
Andre Iguodala,MIA,15000000,Bird Rights,$15000000,SF,37.0,43.0,2.0,21.3,1.5,4.0,0.379,1.0,3.1,0.33299999999999996,0.5,1.0,0.524,0.506,0.4,0.7,0.613,0.6,3.1,3.8,2.1,1.0,0.5,1.0,1.3,4.5,9.7,0.52,0.759,0.17800000000000002,3.4,15.9,9.9,13.8,2.4,2.3,18.6,11.3,0.0,1.4,1.4,0.073,-2.4,2.1,-0.3,0.4
Marcus Morris,LAC,14883721,Non Bird,$64000000,PF,31.0,37.0,9.0,25.3,4.5,10.0,0.451,2.4,5.2,0.466,2.1,4.8,0.435,0.573,1.2,1.4,0.8490000000000001,0.7,3.1,3.8,1.1,0.5,0.3,0.8,2.0,12.7,14.2,0.596,0.522,0.14300000000000002,3.1,13.7,8.5,6.3,0.9,0.9,7.1,20.0,1.4,0.8,2.2,0.111,0.8,-1.4,-0.6,0.3
Kelly Oubre Jr.,GSW,14375000,Bird Rights,$14375000,SF,25.0,45.0,45.0,30.6,5.8,13.2,0.43700000000000006,1.6,5.1,0.304,4.2,8.1,0.521,0.496,2.2,3.1,0.693,1.5,4.5,6.0,1.4,1.0,0.8,1.2,2.3,15.2,13.2,0.523,0.38799999999999996,0.23600000000000002,5.1,15.5,10.3,6.8,1.6,2.2,7.5,21.9,0.0,1.7,1.6,0.057,-1.8,-0.5,-2.3,-0.1
Dejounte Murray,SAS,14285714,1st Round pick,$64000000,PG,24.0,43.0,43.0,31.4,6.6,14.4,0.456,0.9,3.0,0.313,5.6,11.4,0.493,0.488,1.6,2.0,0.8140000000000001,0.7,6.3,7.0,5.3,1.4,0.1,1.7,2.0,15.7,16.6,0.513,0.207,0.139,2.1,21.6,11.7,25.9,2.2,0.3,10.0,23.6,0.5,1.8,2.3,0.08199999999999999,-0.3,0.9,0.5,0.9
Rudy Gay,SAS,14000000,Early Bird Rights,$14000000,PF,34.0,37.0,0.0,21.6,4.0,9.7,0.409,1.6,4.2,0.387,2.4,5.5,0.426,0.493,1.2,1.6,0.78,0.8,4.2,4.9,1.5,0.8,0.6,1.1,1.8,10.8,14.1,0.52,0.43200000000000005,0.16399999999999998,3.8,20.7,12.1,10.4,1.7,2.3,9.4,23.3,-0.2,1.1,0.9,0.054000000000000006,-0.5,-0.2,-0.7,0.3
Taurean Prince,CLE,13942308,1st Round pick,$29000000,PF,26.0,30.0,10.0,21.3,2.7,7.2,0.373,1.3,3.5,0.381,1.4,3.7,0.366,0.465,1.5,1.8,0.8490000000000001,0.5,3.0,3.5,1.7,0.6,0.6,1.1,1.8,8.2,10.8,0.514,0.484,0.244,2.6,15.6,9.1,11.6,1.5,2.6,11.8,18.5,0.0,0.6,0.6,0.042,-1.8,-0.8,-2.5,-0.1
Will Barton,DEN,13920000,Bird Rights,$13920000,SF,30.0,43.0,39.0,30.9,4.7,10.9,0.433,1.7,4.6,0.376,3.0,6.3,0.474,0.512,1.3,1.8,0.737,0.7,3.4,4.1,3.0,0.9,0.5,1.7,1.6,12.5,11.5,0.528,0.42,0.168,2.5,12.7,7.6,13.4,1.4,1.5,12.5,18.8,0.4,1.1,1.5,0.052000000000000005,-1.2,-1.3,-2.5,-0.2
Thaddeus Young,CHI,13545000,Cap space,$19545000,PF,32.0,41.0,8.0,24.9,5.6,9.4,0.593,0.1,0.6,0.24,5.4,8.8,0.618,0.601,0.7,1.3,0.537,2.4,4.0,6.4,4.4,1.3,0.6,2.1,2.5,12.0,20.7,0.602,0.065,0.14,11.0,17.3,14.2,26.8,2.5,2.1,17.2,20.8,2.0,1.4,3.4,0.159,1.8,1.8,3.6,1.4
Terrence Ross,ORL,13500000,Bird Rights,$37500000,SG,29.0,36.0,2.0,29.6,5.7,13.8,0.414,2.3,6.3,0.36,3.4,7.5,0.45899999999999996,0.496,2.3,2.6,0.894,0.3,3.2,3.5,2.3,1.1,0.5,1.7,1.9,16.0,13.4,0.535,0.452,0.201,1.2,11.4,6.1,12.3,1.8,1.5,10.0,24.3,0.0,1.1,1.1,0.047,-1.0,-0.9,-1.9,0.0
Marcus Smart,BOS,13446428,Bird Rights,$27785713,PG,26.0,28.0,25.0,32.0,4.2,10.6,0.39899999999999997,1.9,5.7,0.33299999999999996,2.3,4.9,0.474,0.488,2.7,3.4,0.7809999999999999,0.5,2.5,3.0,5.3,1.5,0.5,1.7,2.5,13.0,14.1,0.5379999999999999,0.537,0.324,1.7,8.7,5.2,22.7,2.2,1.5,12.2,18.5,1.2,0.7,1.9,0.102,-0.3,-0.2,-0.5,0.4
Patrick Beverley,LAC,13333333,Bird Rights,$27654321,PG,32.0,29.0,29.0,23.8,2.8,6.2,0.442,1.7,4.1,0.42,1.0,2.1,0.484,0.58,1.1,1.3,0.795,0.9,2.8,3.7,2.1,0.9,0.8,0.9,3.1,8.3,13.2,0.608,0.657,0.215,4.5,12.8,8.7,11.5,1.8,2.9,12.0,14.5,1.1,0.8,2.0,0.136,-0.1,0.9,0.7,0.5
Malik Beasley,MIN,13325895,Bird,$43175894,SG,24.0,35.0,34.0,32.9,7.3,16.5,0.444,3.5,8.8,0.396,3.9,7.7,0.498,0.5489999999999999,1.8,2.1,0.851,0.8,3.7,4.5,2.5,0.8,0.2,1.7,1.7,20.0,15.2,0.5710000000000001,0.532,0.128,2.5,12.7,7.4,12.5,1.2,0.4,8.8,24.4,0.9,0.4,1.4,0.057,1.9,-2.2,-0.3,0.5
Patty Mills,SAS,13285714,Bird Rights,$13285714,PG,32.0,43.0,0.0,25.8,4.4,10.1,0.43799999999999994,2.7,6.9,0.39399999999999996,1.7,3.2,0.532,0.5720000000000001,1.2,1.3,0.9109999999999999,0.3,1.4,1.7,2.5,0.7,0.0,1.0,1.3,12.8,13.9,0.597,0.6809999999999999,0.128,1.1,5.7,3.4,14.2,1.3,0.1,8.7,19.9,1.4,0.7,2.1,0.09,1.4,-1.7,-0.3,0.5
Christian Wood,HOU,13015874,Sign and Trade,$41000000,C,25.0,23.0,23.0,31.0,8.5,15.4,0.551,1.7,4.5,0.379,6.8,10.9,0.622,0.606,2.8,4.2,0.67,1.7,8.1,9.8,1.3,0.8,1.4,1.8,2.0,21.5,22.9,0.623,0.29100000000000004,0.27399999999999997,5.6,28.9,16.7,7.9,1.3,4.0,9.4,26.1,1.1,1.1,2.2,0.147,2.9,0.1,3.0,0.9
Justise Winslow,MEM,13000000,1st Round Pick,$13000000,SF,24.0,16.0,0.0,21.1,3.1,9.1,0.342,0.3,2.6,0.122,2.8,6.6,0.429,0.36,0.6,1.0,0.563,0.8,4.0,4.8,1.8,0.8,0.4,1.6,2.0,7.1,4.9,0.37200000000000005,0.281,0.11,4.0,20.9,12.2,11.3,1.7,1.9,14.0,22.2,-1.1,0.5,-0.6,-0.091,-7.2,-0.2,-7.4,-0.5
Trevor Ariza,MIA,12800000,Cap Space,$1800000,F,35.0,6.0,3.0,22.8,2.2,7.2,0.302,0.8,3.8,0.217,1.3,3.3,0.4,0.36,1.0,1.2,0.857,0.7,4.0,4.7,1.7,0.7,0.8,0.5,1.2,6.2,8.4,0.401,0.535,0.163,3.4,18.9,11.4,10.4,1.4,3.8,6.1,16.0,-0.1,0.2,0.1,0.021,-4.8,0.8,-4.1,-0.1
Brook Lopez,MIL,12697675,Cap Space,$39906976,C,32.0,46.0,46.0,27.1,4.1,8.8,0.46799999999999997,1.5,4.4,0.33299999999999996,2.7,4.5,0.6,0.55,1.6,1.9,0.8370000000000001,1.5,3.6,5.1,0.7,0.7,1.4,1.0,2.0,11.3,14.0,0.585,0.495,0.212,5.9,13.5,9.8,3.4,1.1,4.6,9.4,16.5,1.4,1.5,2.9,0.114,-0.4,-0.2,-0.6,0.4
Cory Joseph,DET,12600000,Cap Space,$12600000,PG,29.0,47.0,2.0,21.6,2.6,5.8,0.445,0.7,2.1,0.33,1.9,3.7,0.512,0.506,1.0,1.3,0.8,0.6,1.8,2.4,2.5,0.9,0.2,1.1,2.2,6.9,10.5,0.541,0.368,0.221,2.9,9.3,6.1,15.3,2.0,0.8,14.4,14.7,0.6,0.3,0.9,0.042,-2.9,-0.5,-3.3,-0.4
Markelle Fultz,ORL,12288697,1st Round Pick,$47288697,PG,22.0,8.0,8.0,26.9,5.1,13.0,0.39399999999999996,0.5,2.0,0.25,4.6,11.0,0.42,0.413,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9,12.0,0.45799999999999996,0.154,0.183,2.3,10.0,6.0,32.7,1.8,0.9,13.8,26.2,-0.2,0.2,0.0,-0.008,-2.9,-1.7,-4.6,-0.1
Kelly Olynyk,HOU,12198243,Cap space,$12198243,C,29.0,45.0,40.0,27.0,3.9,8.9,0.441,1.8,5.6,0.319,2.1,3.3,0.653,0.542,0.8,1.0,0.809,1.0,5.1,6.1,2.2,1.0,0.6,1.3,2.8,10.5,12.9,0.561,0.633,0.11699999999999999,4.2,20.4,12.5,12.3,1.8,2.4,11.9,17.6,0.5,1.9,2.4,0.094,-1.4,0.9,-0.4,0.5
Tony Snell,ATL,12178571,Cap space,$12178571,SG,29.0,33.0,16.0,20.0,1.9,3.7,0.516,1.5,2.5,0.5710000000000001,0.5,1.2,0.395,0.713,0.1,0.1,1.0,0.4,1.9,2.3,1.4,0.2,0.2,0.4,1.5,5.4,9.8,0.716,0.6829999999999999,0.032,2.1,9.9,6.0,9.3,0.4,1.0,11.7,9.1,1.1,0.2,1.4,0.095,-0.1,-0.5,-0.6,0.3
Robert Covington,POR,12138345,Cap Space,$25113816,PF,30.0,44.0,44.0,32.4,3.0,7.5,0.405,2.0,5.4,0.381,1.0,2.2,0.46299999999999997,0.541,0.7,0.9,0.821,0.8,6.0,6.8,1.8,1.6,1.3,1.1,2.8,8.9,11.8,0.56,0.713,0.11800000000000001,2.5,20.8,11.3,7.2,2.5,3.6,12.6,12.1,0.8,1.3,2.1,0.071,-1.5,1.3,-0.2,0.7
Kentavious Caldwell-Pope,LAL,12073020,Early Bird,$30000000,SG,27.0,43.0,43.0,26.3,2.8,6.7,0.42100000000000004,1.5,3.7,0.39399999999999996,1.4,3.0,0.45399999999999996,0.529,1.3,1.5,0.8590000000000001,0.4,2.0,2.4,1.5,0.8,0.3,1.0,1.6,8.4,9.3,0.569,0.552,0.221,1.9,8.2,5.1,7.7,1.5,0.9,11.9,13.9,0.6,1.6,2.1,0.09,-2.3,0.0,-2.3,-0.1
Jusuf Nurkić,POR,12000000,Bird Rights,$16000000,C,26.0,14.0,14.0,22.7,4.1,8.3,0.491,0.4,1.1,0.313,3.7,7.1,0.52,0.513,1.2,2.4,0.515,1.9,5.5,7.4,2.6,0.9,0.9,1.9,2.9,9.7,16.1,0.521,0.138,0.284,8.8,27.0,17.6,17.6,1.8,3.7,17.1,21.4,0.1,0.3,0.4,0.057999999999999996,-2.5,-0.1,-2.6,0.0
T.J. Warren,IND,11750000,1st Round Pick,$24440000,SF,27.0,4.0,4.0,29.3,6.8,12.8,0.529,0.0,1.8,0.0,6.8,11.0,0.614,0.529,2.0,2.5,0.8,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5,11.8,0.56,0.13699999999999998,0.196,1.9,11.5,6.7,6.7,0.8,0.0,6.7,21.9,0.1,0.1,0.1,0.049,-3.0,-2.5,-5.5,-0.1
Larry Nance Jr.,CLE,11709091,1st Round pick,$32072727,PF,28.0,29.0,27.0,32.8,4.0,8.1,0.48700000000000004,1.2,3.3,0.379,2.7,4.9,0.56,0.564,0.9,1.4,0.634,1.7,5.3,7.1,3.1,1.8,0.6,1.5,2.1,10.1,14.2,0.575,0.40299999999999997,0.174,5.7,18.7,12.0,14.1,2.7,1.6,14.8,13.6,0.8,1.2,2.0,0.10099999999999999,-0.5,1.9,1.3,0.8
Jordan Clarkson,UTA,11500000,Bird,$37260000,SG,28.0,46.0,0.0,25.6,6.3,14.9,0.42100000000000004,3.0,8.6,0.35200000000000004,3.2,6.3,0.516,0.523,1.6,1.7,0.9490000000000001,0.8,3.2,4.0,2.2,0.8,0.2,1.7,1.4,17.2,16.6,0.55,0.5770000000000001,0.115,3.5,12.7,8.3,13.9,1.6,0.5,10.0,29.1,1.0,1.5,2.5,0.102,1.9,-1.2,0.7,0.8
Spencer Dinwiddie,BRK,11454048,Minimum Salary,$11454048,SG,27.0,3.0,3.0,21.3,2.0,5.3,0.375,0.7,2.3,0.28600000000000003,1.3,3.0,0.444,0.43799999999999994,2.0,2.0,1.0,0.0,4.3,4.3,3.0,0.7,0.3,1.7,1.3,6.7,10.2,0.536,0.43799999999999994,0.375,0.0,21.7,11.4,17.6,1.5,1.4,21.2,16.1,0.0,0.1,0.1,0.045,-3.4,2.0,-1.4,0.0
Dillon Brooks,MEM,11400000,MLE,$35000000,SF,25.0,41.0,41.0,29.2,6.0,15.1,0.39799999999999996,1.8,5.7,0.319,4.2,9.4,0.446,0.45799999999999996,2.2,2.6,0.852,0.9,2.1,3.0,2.5,1.3,0.4,1.9,3.4,16.1,11.1,0.494,0.37799999999999995,0.174,3.1,7.8,5.4,12.5,2.1,1.3,10.6,26.2,-0.9,1.3,0.4,0.016,-3.1,-1.4,-4.4,-0.7
Lonzo Ball,NOP,11003782,1st Round Pick,$11003782,PG,23.0,38.0,38.0,31.7,5.2,12.1,0.425,3.0,7.8,0.385,2.2,4.3,0.49700000000000005,0.5489999999999999,0.9,1.1,0.767,0.6,3.6,4.2,5.6,1.3,0.6,2.0,2.0,14.2,15.2,0.562,0.642,0.09300000000000001,2.1,12.5,7.3,24.1,2.0,1.7,13.7,19.7,1.5,0.8,2.3,0.092,1.4,-0.2,1.2,1.0
Norman Powell,POR,10865952,Cap Space,$10865952,SG,27.0,44.0,33.0,30.5,6.6,13.3,0.499,2.8,6.3,0.446,3.8,7.0,0.547,0.605,3.4,4.0,0.847,0.5,2.5,3.0,1.8,1.1,0.2,1.9,2.4,19.5,17.5,0.647,0.475,0.303,1.6,9.5,5.4,9.7,1.8,0.7,11.0,24.0,2.4,0.8,3.3,0.11699999999999999,1.6,-0.6,1.1,1.0
Joe Ingles,UTA,10863637,Bird Rights,$24863637,SF,33.0,42.0,11.0,26.5,4.1,7.6,0.536,2.7,5.5,0.491,1.4,2.2,0.648,0.7120000000000001,1.1,1.3,0.868,0.4,3.2,3.7,4.3,0.6,0.2,1.5,1.7,12.0,17.8,0.73,0.7170000000000001,0.165,1.8,12.4,7.3,23.1,1.2,0.6,15.5,15.7,3.6,1.3,4.9,0.212,3.9,1.2,5.1,2.0
Josh Richardson,DAL,10800000,Minimum Salary,$10800000,SG,27.0,36.0,36.0,32.0,4.6,10.5,0.435,1.6,4.9,0.316,3.0,5.6,0.54,0.509,2.1,2.3,0.9259999999999999,0.9,2.6,3.5,2.8,0.9,0.4,1.5,2.6,12.8,11.9,0.556,0.469,0.215,3.1,8.7,6.0,12.4,1.5,1.1,11.8,18.0,0.9,0.7,1.6,0.068,-1.4,-0.7,-2.1,0.0
Jeremy Lamb,IND,10500000,Cap Space,$21000000,SG,28.0,28.0,8.0,21.5,3.4,7.7,0.444,1.5,3.6,0.41600000000000004,1.9,4.1,0.47,0.542,2.1,2.2,0.951,0.7,2.8,3.5,1.6,0.8,0.5,0.6,2.0,10.4,16.2,0.601,0.46799999999999997,0.282,3.7,14.4,9.0,10.7,1.7,2.0,6.5,18.6,1.2,0.6,1.8,0.14400000000000002,1.3,0.2,1.5,0.5
DeAndre Jordan,BRK,10375678,Cap space,$30079118,C,32.0,45.0,35.0,22.4,3.4,4.5,0.767,0.0,0.0,0.0,3.4,4.5,0.7709999999999999,0.767,0.7,1.4,0.49200000000000005,2.0,5.3,7.3,1.7,0.3,1.2,1.5,2.1,7.6,17.0,0.742,0.005,0.322,10.7,25.1,18.3,10.1,0.7,4.8,23.0,12.9,2.0,1.2,3.1,0.14800000000000002,-0.1,0.8,0.7,0.7
Zion Williamson,NOP,10245480,1st Round Pick,$10245480,PF,20.0,44.0,44.0,32.8,10.1,16.2,0.624,0.2,0.5,0.348,9.9,15.7,0.633,0.629,6.0,8.5,0.708,2.6,4.5,7.1,3.5,0.9,0.7,2.6,2.3,26.4,27.9,0.662,0.032,0.524,9.0,15.0,12.0,18.5,1.4,2.0,11.4,29.2,5.8,0.8,6.6,0.21899999999999997,5.6,-0.3,5.2,2.6
Dwight Powell,DAL,10185185,Cap Space,$33000000,C,29.0,32.0,8.0,14.6,1.4,2.9,0.489,0.1,0.5,0.235,1.3,2.4,0.545,0.511,1.6,2.1,0.773,1.1,2.3,3.4,0.8,0.5,0.3,0.6,2.4,4.6,12.9,0.597,0.18100000000000002,0.7020000000000001,8.4,16.8,12.7,7.4,1.8,2.0,12.8,13.4,0.8,0.5,1.3,0.133,-2.9,0.5,-2.3,0.0
Rodney Hood,TOR,10047450,Early Bird,$10047450,SF,28.0,41.0,5.0,19.3,2.0,5.3,0.37,0.7,2.3,0.301,1.3,3.0,0.423,0.435,0.3,0.4,0.8240000000000001,0.5,1.4,1.9,1.1,0.5,0.1,0.8,1.6,4.9,5.4,0.452,0.431,0.079,2.5,8.2,5.2,8.0,1.3,0.6,12.9,14.0,-0.6,0.1,-0.6,-0.035,-5.5,-1.8,-7.3,-1.1
Deandre Ayton,PHO,10018200,1st Round Pick,$22651150,C,22.0,45.0,45.0,30.6,6.4,10.4,0.61,0.1,0.4,0.235,6.3,10.0,0.624,0.614,2.0,2.6,0.767,3.4,7.6,11.0,1.5,0.4,1.1,1.6,3.1,14.8,19.8,0.639,0.036000000000000004,0.254,12.8,27.1,20.2,7.3,0.6,3.2,12.5,19.2,3.3,2.3,5.5,0.18899999999999997,0.5,-0.1,0.4,0.9
Tomáš Satoranský,CHI,10000000,Sign and Trade,$15000000,SG,29.0,34.0,9.0,22.6,2.9,5.6,0.516,0.8,2.0,0.40299999999999997,2.1,3.6,0.5770000000000001,0.5870000000000001,1.3,1.4,0.917,0.5,2.0,2.5,4.8,0.7,0.3,1.7,1.4,7.9,14.5,0.632,0.353,0.253,2.6,9.6,6.2,28.2,1.5,1.0,21.6,15.0,1.3,0.6,2.0,0.12300000000000001,0.2,0.0,0.3,0.4
Paul Millsap,DEN,10000000,Bird,$10000000,PF,35.0,36.0,34.0,23.6,3.6,7.2,0.506,1.1,2.8,0.373,2.6,4.4,0.5920000000000001,0.579,1.4,2.0,0.69,1.5,3.6,5.1,1.8,1.0,0.6,0.9,2.1,9.7,17.0,0.607,0.392,0.281,7.3,16.8,12.1,10.1,2.1,2.8,10.0,16.7,1.7,1.0,2.7,0.152,1.1,0.0,1.1,0.7
Jayson Tatum,BOS,9897120,1st Round Pick,$135801024,SF,22.0,41.0,41.0,35.7,9.3,20.6,0.451,2.8,7.3,0.385,6.5,13.3,0.48700000000000004,0.519,3.9,4.6,0.861,0.7,6.1,6.8,4.4,1.3,0.5,2.4,1.9,25.3,20.6,0.56,0.355,0.222,2.3,19.2,10.7,20.4,1.8,1.2,9.7,30.2,2.4,1.4,3.8,0.124,3.9,-0.4,3.5,2.0
Anthony Edwards,MIN,9757440,1st Round Pick,$20002920,SG,19.0,47.0,30.0,30.6,6.3,16.4,0.386,2.1,6.8,0.308,4.2,9.6,0.441,0.45,2.4,3.1,0.772,0.8,3.6,4.4,2.5,1.0,0.4,2.0,1.7,17.2,11.2,0.483,0.41600000000000004,0.188,2.7,13.3,7.8,13.0,1.5,1.0,10.0,27.1,-1.6,0.8,-0.9,-0.028999999999999998,-2.4,-2.4,-4.8,-1.0
Al-Farouq Aminu,CHI,9720900,MLE,$19904700,PF,30.0,18.0,14.0,21.1,2.0,5.0,0.4,0.4,1.8,0.21899999999999997,1.6,3.2,0.5,0.439,0.9,1.1,0.8420000000000001,1.1,4.2,5.3,1.6,0.9,0.5,1.5,1.3,5.3,9.6,0.483,0.35600000000000004,0.21100000000000002,5.3,21.5,13.2,10.9,2.2,2.2,21.5,14.3,-0.4,0.5,0.2,0.022000000000000002,-4.8,1.1,-3.7,-0.2
Kyle Anderson,MEM,9505100,MLE,$19442250,PF,27.0,42.0,42.0,27.1,4.6,9.6,0.478,1.3,3.7,0.359,3.3,5.9,0.552,0.547,1.9,2.5,0.757,0.7,4.9,5.6,3.4,1.2,0.7,1.4,1.6,12.4,16.6,0.579,0.386,0.255,2.8,19.8,11.0,17.4,2.1,2.3,11.3,18.7,1.5,1.6,3.1,0.131,1.1,1.4,2.5,1.3
Derrick Jones Jr.,POR,9268293,MLE,$19000000,SF,23.0,42.0,40.0,26.2,3.0,6.1,0.496,0.9,2.7,0.33,2.1,3.4,0.631,0.57,1.2,1.8,0.653,1.6,2.6,4.3,0.9,0.8,1.1,0.6,2.5,8.1,12.8,0.59,0.449,0.293,6.4,11.3,8.7,4.8,1.4,3.7,8.5,12.4,1.6,0.4,2.1,0.09,-1.2,-0.2,-1.4,0.2
